Date,Year,Month,Week,Type,StartTime,EndTime,Duration
19-Aug,2016,8,34,PM,15:00,16:30,1.5
19-Aug,2016,8,34,PM,16:30,18:00,1.5
23-Aug,2016,8,35,PM,11:30,16:00,4.5
23-Aug,2016,8,35,ED,16:00,19:00,3
24-Aug,2016,8,35,PM,8:30,9:00,0.5
24-Aug,2016,8,35,PM,9:00,10:30,1.5
24-Aug,2016,8,35,PM,10:30,12:00,1.5
24-Aug,2016,8,35,PM,12:00,12:30,0.5
24-Aug,2016,8,35,ED,12:30,18:00,5.5
25-Aug,2016,8,35,PM,8:00,10:30,2.5
25-Aug,2016,8,35,ED,10:30,15:00,4.5
25-Aug,2016,8,35,PM,15:00,15:30,0.5
25-Aug,2016,8,35,SD,15:30,17:30,2
25-Aug,2016,8,35,PM,17:30,19:00,1.5
25-Aug,2016,8,35,ED,20:00,22:00,2
26-Aug,2016,8,35,PM,8:00,10:30,2.5
26-Aug,2016,8,35,PM,10:30,12:30,2
26-Aug,2016,8,35,PM,12:30,14:00,1.5
26-Aug,2016,8,35,PM,14:00,18:30,4.5
26-Aug,2016,8,35,RS,21:00,22:00,1
27-Aug,2016,8,35,RS,16:00,18:00,2
27-Aug,2016,8,35,RS,20:00,23:00,3
29-Aug,2016,8,36,PM,9:00,13:30,4.5
29-Aug,2016,8,36,PM,14:00,17:30,3.5
29-Aug,2016,8,36,ED,17:30,19:30,2
30-Aug,2016,8,36,PM,9:00,13:00,4
30-Aug,2016,8,36,RS,13:00,16:00,3
30-Aug,2016,8,36,PM,16:00,16:30,0.5
30-Aug,2016,8,36,RS,16:30,17:00,0.5
30-Aug,2016,8,36,RS,17:00,20:00,3
30-Aug,2016,8,36,RS,20:30,22:00,1.5
31-Aug,2016,8,36,PM,8:30,9:30,1
31-Aug,2016,8,36,PM,9:30,10:30,1
31-Aug,2016,8,36,BD,10:30,15:30,5
31-Aug,2016,8,36,PM,15:30,17:00,1.5
01-Sep,2016,9,36,PM,8:30,10:30,2
01-Sep,2016,9,36,BD,10:30,16:00,5.5
01-Sep,2016,9,36,ED,16:00,17:00,1
01-Sep,2016,9,36,BD,17:00,22:30,5.5
02-Sep,2016,9,36,PM,8:00,8:30,0.5
02-Sep,2016,9,36,BD,8:30,11:00,2.5
02-Sep,2016,9,36,PM,11:00,12:00,1
02-Sep,2016,9,36,BD,12:00,15:00,3
02-Sep,2016,9,36,PM,15:00,15:30,0.5
02-Sep,2016,9,36,ED,17:30,18:30,1
02-Sep,2016,9,36,ED,19:00,20:30,1.5
07-Sep,2016,9,37,PM,8:00,9:00,1
07-Sep,2016,9,37,PM,9:00,10:00,1
07-Sep,2016,9,37,PM,10:00,11:00,1
07-Sep,2016,9,37,BD,11:00,15:30,4.5
07-Sep,2016,9,37,BD,17:30,19:00,1.5
07-Sep,2016,9,37,BD,20:30,22:00,1.5
08-Sep,2016,9,37,PM,10:00,11:00,1
08-Sep,2016,9,37,BD,11:00,16:00,5
08-Sep,2016,9,37,TT,17:00,19:30,2.5
08-Sep,2016,9,37,BD,21:00,23:00,2
09-Sep,2016,9,37,BD,8:00,11:30,3.5
09-Sep,2016,9,37,PM,11:30,12:30,1
09-Sep,2016,9,37,ED,12:30,16:30,4
09-Sep,2016,9,37,BD,19:00,23:30,4.5
10-Sep,2016,9,37,BD,12:00,13:00,1
10-Sep,2016,9,37,BD,14:30,18:30,4
,,,,,,,
,,,,,,,
